from	to	score
ARFGEF2	GNB1	902
AR	GNB1	900
EDN1	GNB1	900
CDC42	GNB1	950
PRKAR1B	GNB1	929
SOS1	GNB1	906
HRAS	GNB1	929
CACNA2D2	GNB1	901
PLCB3	GNB1	920
KCNJ6	GNB1	913
YY1	PCGF2	921
EED	PCGF2	968
DNMT3A	PCGF2	926
CTBP1	PCGF2	914
SUZ12	PCGF2	962
EZH2	PCGF2	968
RNF2	PCGF2	995
ASXL1	PCGF2	913
HNRNPK	PCGF2	903
UBAP2L	PCGF2	900
ANAPC7	PCGF2	900
BAP1	PCGF2	907
KRAS	NEFL	900
SOD1	NEFL	908
GRIA4	NEFL	927
GRIA2	NEFL	948
NRAS	NEFL	900
HRAS	NEFL	905
KIF5A	NEFL	913
GRIA3	NEFL	915
PIGL	PIGW	979
BBS9	TTC8	999
BBS2	TTC8	996
MKKS	TTC8	976
BBS7	TTC8	997
BBS4	TTC8	997
CCT5	TTC8	905
BBS5	TTC8	998
LZTFL1	TTC8	975
BBS1	TTC8	999
ARL6	TTC8	928
BBS10	TTC8	975
BBIP1	TTC8	979
BBS12	TTC8	977
ALG8	ALG9	930
ALG12	ALG9	998
ALG6	ALG9	989
ALG3	ALG9	997
ABCD1	PEX12	969
GDAP1	PEX12	913
PEX16	PEX12	991
PEX1	PEX12	974
PEX10	PEX12	999
PEX13	PEX12	997
PEX6	PEX12	987
PEX7	PEX12	980
PEX26	PEX12	941
ATAD1	PEX12	932
ALDH3A2	PEX12	912
PEX14	PEX12	993
PEX2	PEX12	997
PEX3	PEX12	994
PEX19	PEX12	995
PEX11B	PEX12	981
PEX5	PEX12	999
STX1B	NAPB	962
SNAP29	NAPB	958
STX1A	NAPB	937
SNAP25	NAPB	961
STX5	NAPB	966
STN1	ACD	907
TINF2	ACD	999
TERT	ACD	932
MLYCD	ACACA	909
ACAT1	ACACA	933
DLAT	ACACA	930
ACAT2	ACACA	929
HLCS	ACACA	990
ALDH6A1	ACACA	918
ACSF3	ACACA	937
B9D2	TCTN3	942
B9D1	TCTN3	957
AHI1	TCTN3	928
MKS1	TCTN3	971
TMEM67	TCTN3	941
CC2D2A	TCTN3	951
TMEM216	TCTN3	958
UGDH	GALE	985
UGP2	GALE	990
GALT	GALE	999
B4GALT1	GALE	938
SUPT16H	CHD1	967
AGO2	CHD1	909
H3-3A	CHD1	921
BPTF	CHD1	915
AGO1	CHD1	910
TNRC6B	CHD1	909
ATM	IKBKG	999
TBK1	IKBKG	999
MAP3K7	IKBKG	991
FLNA	IKBKG	927
PRKCZ	IKBKG	917
SQSTM1	IKBKG	978
PTPA	IKBKG	951
ITCH	IKBKG	935
ERCC1	LIG4	979
MSH2	LIG4	971
MSH6	LIG4	967
ERCC8	LIG4	939
ATM	LIG4	993
XPC	LIG4	930
ERCC4	LIG4	981
PNKP	LIG4	986
ERCC5	LIG4	979
KDM1A	LIG4	908
PHF21A	LIG4	918
POLD1	LIG4	968
KLHL40	NEB	910
MYL1	NEB	983
MYPN	NEB	982
DMD	NEB	937
TNNC2	NEB	976
TPM2	NEB	900
TTN	NEB	999
LAMB1	PMP22	907
EGR2	PMP22	966
LAMA1	PMP22	900
SOX10	PMP22	951
MPZ	PMP22	925
WASHC5	WASHC4	999
ATIC	ADSL	999
AMPD2	ADSL	956
PDE8B	ADSL	900
ADK	ADSL	979
PDE2A	ADSL	914
NT5C2	ADSL	947
PDE4D	ADSL	906
ENTPD1	ADSL	902
PC	ADSL	910
AMPD1	ADSL	963
PDE10A	ADSL	914
